ï»¿Flight Number,Code,Departure City,Arrival City,DEP. ICAO,ARR ICAO,Aircraft,Duration,Remarks,LMT
SU614,Historic,Sochi (AER),Yerevan (EVN),URSS,UDYZ,A320,1:25,,12/12/2025 3:00 PM
SU615,Historic,YereVan (EVN),Sochi (AER),UDYZ,URSS,A320,1:25,,12/12/2025 3:00 PM
SU2845,Historic,Kaliningrad (KGD),St. Petersburg (LED),UMKK,ULLI,A302,1:20,,12/12/2025 3:00 PM
SU1279,Winter,Kazan (KZN),Moscow (SVO),UWKD,UUEE,"A320,A321",1:20,,12/12/2025 3:00 PM
SU1277,AFL,Kazan (KZN),Moscow (SVO),UWKD,UUEE,"A320,A20N,A321,B739",1:20,,12/12/2025 3:00 PM
SU1195,AFL,Kazan (KZN),Moscow (SVO),UWKD,UUEE,"A320,A321",1:20,,12/12/2025 3:00 PM
SU1199,Summer,Kazan (KZN),Moscow (SVO),UWKD,UUEE,"A320,A321",1:20,,12/12/2025 3:00 PM
SU1271,AFL,Kazan (KZN),Moscow (SVO),UWKD,UUEE,"A320,A321",1:20,,12/12/2025 3:00 PM
SU1193,AFL,Kazan (KZN),Moscow (SVO),UWKD,UUEE,"A320,A20N,A321,A21N,B739",1:20,,12/12/2025 3:00 PM
SU1252,Summer,Moscow (SVO),Naberezhnye Chelny (NBC),UUEE,UWKE,A320,1:20,,12/12/2025 3:00 PM
SU1212,AFL,Moscow (SVO),Samara (KUF),UUEE,UWWW,"A320,A20N,A321,B739",1:20,,12/12/2025 3:00 PM
SU1214,AFL,Moscow (SVO),Samara (KUF),UUEE,UWWW,"A320,A321",1:20,,12/12/2025 3:00 PM
SU1684,Summer,Moscow (SVO),Samara (KUF),UUEE,UWWW,"A320,B739",1:20,,12/12/2025 3:00 PM
SU1216,AFL,Moscow (SVO),Samara (KUF),UUEE,UWWW,"A320,A321",1:20,,12/12/2025 3:00 PM
SU1604,AFL,Moscow (SVO),Samara (KUF),UUEE,UWWW,"A320,A321,A21N",1:20,,12/12/2025 3:00 PM
SU1356,AFL,Moscow (SVO),Saratov (GSV),UUEE,UWSG,"A320,A321",1:20,,12/12/2025 3:00 PM
SU1358,AFL,Moscow (SVO),Saratov (GSV),UUEE,UWSG,"A320,A20N,A321",1:20,,12/12/2025 3:00 PM
SU2104,Historic,Moscow (SVO),Vilnius (VNO),UUEE,EYVI,A320,1:20,,12/12/2025 3:00 PM
SU1357,AFL,SaratoV (GSV),Moscow (SVO),UWSG,UUEE,"A320,A321",1:20,,12/12/2025 3:00 PM
SU1359,AFL,SaratoV (GSV),Moscow (SVO),UWSG,UUEE,"A320,A20N,A321",1:20,,12/12/2025 3:00 PM
SU774,Historic,Sochi (AER),Yerevan (EVN),URSS,UDYZ,A320,1:20,,12/12/2025 3:00 PM
SU1389,Summer,UlyanoVsk (ULV),Moscow (SVO),UWLL,UUEE,A320,1:20,,12/12/2025 3:00 PM
SU1287,Summer,UlyanoVsk (ULV),Moscow (SVO),UWLL,UUEE,"A320,A321,B739",1:20,,12/12/2025 3:00 PM
SU2105,Historic,Vilnius (VNO),Moscow (SVO),EYVI,UUEE,A320,1:20,,12/12/2025 3:00 PM
SU775,Historic,YereVan (EVN),Sochi (AER),UDYZ,URSS,A320,1:20,,12/12/2025 3:00 PM
SU1833,AFL,Minsk (MSQ),Moscow (SVO),UMMS,UUEE,"A320,A321",1:15,,12/12/2025 3:00 PM
SU1218,Summer,Moscow (SVO),Samara (KUF),UUEE,UWWW,"A320,A321,B739",1:15,,12/12/2025 3:00 PM
SU1210,Summer,Moscow (SVO),Samara (KUF),UUEE,UWWW,"A320,A321",1:15,,12/12/2025 3:00 PM
SU1545,Summer,Penza (PEZ),Moscow (SVO),UWPPP,UUEE,A320,1:15,,12/12/2025 3:00 PM
SU1289,AFL,UlyanoVsk (ULV),Moscow (SVO),UWLL,UUEE,"A320,A321",1:15,,12/12/2025 3:00 PM
SU2959,Summer,Makhachkala (MCX),Sochi (AER),URML,URSS,A320,1:10,,12/12/2025 3:00 PM
SU1831,AFL,Minsk (MSQ),Moscow (SVO),UMMS,UUEE,"A320,B739",1:10,,12/12/2025 3:00 PM
SU1835,AFL,Minsk (MSQ),Moscow (SVO),UMMS,UUEE,A320,1:10,,12/12/2025 3:00 PM
SU1278,Winter,Moscow (SVO),Kazan (KZN),UUEE,UWKD,"A320,A321",1:10,,12/12/2025 3:00 PM
SU1290,Summer,Moscow (SVO),Kazan (KZN),UUEE,UWKD,"A320,A20N,A321",1:10,,12/12/2025 3:00 PM
SU1270,AFL,Moscow (SVO),Kazan (KZN),UUEE,UWKD,"A320,A321",1:10,,12/12/2025 3:00 PM
SU1198,Summer,Moscow (SVO),Kazan (KZN),UUEE,UWKD,"A320,A321",1:10,,12/12/2025 3:00 PM
SU1192,AFL,Moscow (SVO),Kazan (KZN),UUEE,UWKD,"A320,A20N,A321,A21N,B739",1:10,,12/12/2025 3:00 PM
SU1194,AFL,Moscow (SVO),Kazan (KZN),UUEE,UWKD,"A320,A321",1:10,,12/12/2025 3:00 PM
SU1190,AFL,Moscow (SVO),Kazan (KZN),UUEE,UWKD,"A320,A20N,A321,B739",1:10,,12/12/2025 3:00 PM
SU1276,AFL,Moscow (SVO),Kazan (KZN),UUEE,UWKD,"A320,A20N,A321,B739",1:10,,12/12/2025 3:00 PM
SU1834,AFL,Moscow (SVO),Minsk (MSQ),UUEE,UMMS,A320,1:10,,12/12/2025 3:00 PM
SU1832,AFL,Moscow (SVO),Minsk (MSQ),UUEE,UMMS,"A320,A321",1:10,,12/12/2025 3:00 PM
SU1286,Summer,Moscow (SVO),Ulyanovsk (ULV),UUEE,UWLL,"A320,A321,B739",1:10,,12/12/2025 3:00 PM
SU1388,Summer,Moscow (SVO),Ulyanovsk (ULV),UUEE,UWLL,A320,1:10,,12/12/2025 3:00 PM
SU1288,AFL,Moscow (SVO),Ulyanovsk (ULV),UUEE,UWLL,"A320,A321",1:10,,12/12/2025 3:00 PM
SU2958,Summer,Sochi (AER),Makhachkala (MCX),URSS,URML,A320,1:10,,12/12/2025 3:00 PM
SU1371,Historic,Belgorod (EGO),Moscow (SVO),UUOB,UUEE,A320,1:05,,12/12/2025 3:00 PM
SU1843,AFL,Minsk (MSQ),Moscow (SVO),UMMS,UUEE,"A320,A20N,A321,B739",1:05,,12/12/2025 3:00 PM
SU1370,Historic,Moscow (SVO),Belgorod (EGO),UUEE,UUOB,A320,1:05,,12/12/2025 3:00 PM
SU1268,Summer,Moscow (SVO),Kazan (KZN),UUEE,UWKD,"A320,A20N,A321,B739",1:05,,12/12/2025 3:00 PM
SU1830,AFL,Moscow (SVO),Minsk (MSQ),UUEE,UMMS,"A320,B739",1:05,,12/12/2025 3:00 PM
SU1842,AFL,Moscow (SVO),Minsk (MSQ),UUEE,UMMS,"A320,A20N,A321,B739",1:05,,12/12/2025 3:00 PM
SU38,Summer,Moscow (SVO),St. Petersburg (LED),UUEE,ULLI,B739,1:05,,12/12/2025 3:00 PM
SU14,AFL,Moscow (SVO),St. Petersburg (LED),UUEE,ULLI,"A320,A321",1:05,,12/12/2025 3:00 PM
SU13,AFL,St. Petersburg (LED),Moscow (SVO),ULLI,UUEE,"A320,A321,A21N",1:05,,12/12/2025 3:00 PM
SU1544,Summer,Moscow (SVO),Penza (PEZ),UUEE,UWPP,A320,1:00,,12/12/2025 3:00 PM
SU39,Summer,St. Petersburg (LED),Moscow (SVO),ULLI,UUEE,B739,1:00,,12/12/2025 3:00 PM
SU1225,Winter,Nizhny NoVgorod (GOJ),Moscow (SVO),UWGG,UUEE,A320,0:55,,12/12/2025 3:00 PM
SU1221,Summer,Nizhny NoVgorod (GOJ),Moscow (SVO),UWGG,UUEE,"A320,A321",0:55,,12/12/2025 3:00 PM
SU1227,AFL,Nizhny NoVgorod (GOJ),Moscow (SVO),UWGG,UUEE,"A320,A20N",0:55,,12/12/2025 3:00 PM
SU1220,Summer,Moscow (SVO),Nizhny Novgorod (GOJ),UUEE,UWGG,"A320,A321",0:50,,12/12/2025 3:00 PM
SU1226,AFL,Moscow (SVO),Nizhny Novgorod (GOJ),UUEE,UWGG,"A320,A20N",0:50,,12/12/2025 3:00 PM
SU1224,Winter,Moscow (SVO),Nizhny Novgorod (GOJ),UUEE,UWGG,A320,0:50,,12/12/2025 3:00 PM
,,,,,,,,,
,,,,,,,,,
SU9910,Extra,Moscow Shr. (SVO),Pyongyang (KPY),UUEE,ZKPY,B77W,,,12/12/2025 3:00 PM
